Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	 13	X	  3	   104.4	     107.824	           89.000	                  	
155	 940	A	 13	X	  3	   109.4	     107.874	           86.000	                  	
155	 940	A	 13	X	  3	   114.4	     107.924	           92.000	                  	
155	 940	A	 13	X	  3	   119.4	     107.974	           83.000	                  	
155	 940	A	 13	X	  3	   124.4	     108.024	           74.000	                  	
155	 940	A	 13	X	  3	   129.4	     108.074	           71.000	                  	
155	 940	A	 13	X	  3	   134.4	     108.124	           82.000	                  	
155	 940	A	 13	X	  3	   139.4	     108.174	           75.000	                  	
155	 940	A	 13	X	  3	   144.5	     108.225	           71.000	                  	
155	 940	A	 13	X	  4	     4.5	     108.325	           82.000	                  	
155	 940	A	 13	X	  4	     9.5	     108.375	           74.000	                  	
155	 940	A	 13	X	  4	    14.4	     108.424	           89.000	                  	
155	 940	A	 13	X	  4	    19.4	     108.474	           77.000	                  	
155	 940	A	 13	X	  4	    24.6	     108.526	           82.000	                  	
155	 940	A	 13	X	  4	    29.5	     108.575	           68.000	                  	
155	 940	A	 13	X	  4	    34.5	     108.625	           67.000	                  	
155	 940	A	 13	X	  4	    39.4	     108.674	           61.000	                  	
155	 940	A	 13	X	  4	    44.5	     108.725	           75.000	                  	
155	 940	A	 13	X	  4	    49.4	     108.774	           75.000	                  	
155	 940	A	 13	X	  4	    54.4	     108.824	           77.000	                  	
155	 940	A	 13	X	  4	    59.5	     108.875	           83.000	                  	
155	 940	A	 13	X	  4	    64.5	     108.925	           82.000	                  	
155	 940	A	 13	X	  4	    69.4	     108.974	           69.000	                  	
155	 940	A	 13	X	  4	    74.4	     109.024	           81.000	                  	
155	 940	A	 13	X	  4	    79.5	     109.075	           81.000	                  	
155	 940	A	 13	X	  4	    84.4	     109.124	           76.000	                  	
155	 940	A	 13	X	  4	    89.4	     109.174	           73.000	                  	
155	 940	A	 13	X	  4	    94.5	     109.225	           72.000	                  	
155	 940	A	 13	X	  4	    99.4	     109.274	           81.000	                  	
155	 940	A	 13	X	  4	   104.4	     109.324	           85.000	                  	
155	 940	A	 13	X	  4	   109.4	     109.374	           74.000	                  	
155	 940	A	 13	X	  4	   114.5	     109.425	           83.000	                  	
155	 940	A	 13	X	  4	   119.5	     109.475	           77.000	                  	
155	 940	A	 13	X	  4	   124.5	     109.525	          120.000	                  	
155	 940	A	 13	X	  4	   129.4	     109.574	           88.000	                  	
155	 940	A	 13	X	  4	   134.5	     109.625	           75.000	                  	
155	 940	A	 13	X	  4	   139.4	     109.674	           83.000	                  	
155	 940	A	 13	X	  4	   144.5	     109.725	           84.000	                  	
155	 940	A	 13	X	  5	     4.5	     109.825	           79.000	                  	
155	 940	A	 13	X	  5	     9.5	     109.875	           89.000	                  	
155	 940	A	 13	X	  5	    14.6	     109.926	           87.000	                  	
155	 940	A	 13	X	  5	    19.6	     109.976	           70.000	                  	
155	 940	A	 13	X	  5	    24.6	     110.026	           71.000	                  	
155	 940	A	 13	X	  5	    29.4	     110.074	           80.000	                  	
155	 940	A	 13	X	  5	    34.5	     110.125	           84.000	                  	
155	 940	A	 13	X	  5	    39.4	     110.174	           71.000	                  	
155	 940	A	 13	X	  5	    44.4	     110.224	           82.000	                  	
155	 940	A	 13	X	  5	    49.6	     110.276	           78.000	                  	
155	 940	A	 13	X	  5	    54.4	     110.324	           95.000	                  	
155	 940	A	 13	X	  5	    59.5	     110.375	           79.000	                  	
155	 940	A	 13	X	  5	    64.4	     110.424	           78.000	                  	
155	 940	A	 13	X	  5	    69.5	     110.475	           68.000	                  	
155	 940	A	 13	X	  5	    74.6	     110.526	           68.000	                  	
155	 940	A	 13	X	  5	    79.4	     110.574	           82.000	                  	
155	 940	A	 13	X	  5	    84.5	     110.625	           79.000	                  	
155	 940	A	 13	X	  5	    89.4	     110.674	           79.000	                  	
155	 940	A	 13	X	  5	    94.4	     110.724	           74.000	                  	
155	 940	A	 13	X	  5	    99.6	     110.776	           81.000	                  	
155	 940	A	 13	X	  5	   104.4	     110.824	           38.000	                  	
155	 940	A	 14	X	  1	     4.6	     113.646	           85.000	                  	
155	 940	A	 14	X	  1	     9.4	     113.694	           89.000	                  	
155	 940	A	 14	X	  1	    14.6	     113.746	           67.000	                  	
155	 940	A	 14	X	  1	    19.4	     113.794	           70.000	                  	
155	 940	A	 14	X	  1	    24.6	     113.846	           80.000	                  	
155	 940	A	 14	X	  1	    29.4	     113.894	           80.000	                  	
155	 940	A	 14	X	  1	    34.4	     113.944	           69.000	                  	
155	 940	A	 14	X	  1	    39.4	     113.994	           69.000	                  	
155	 940	A	 14	X	  1	    44.4	     114.044	           76.000	                  	
155	 940	A	 14	X	  1	    49.5	     114.095	           66.000	                  	
155	 940	A	 14	X	  1	    54.4	     114.144	           67.000	                  	
155	 940	A	 14	X	  1	    59.5	     114.195	           60.000	                  	
155	 940	A	 14	X	  1	    64.5	     114.245	           67.000	                  	
155	 940	A	 14	X	  1	    69.4	     114.294	           83.000	                  	
155	 940	A	 14	X	  1	    74.4	     114.344	           70.000	                  	
155	 940	A	 14	X	  1	    79.4	     114.394	           76.000	                  	
155	 940	A	 14	X	  1	    84.4	     114.444	           65.000	                  	
155	 940	A	 14	X	  1	    89.4	     114.494	           65.000	                  	
155	 940	A	 14	X	  1	    94.4	     114.544	           75.000	                  	
155	 940	A	 14	X	  1	    99.4	     114.594	           88.000	                  	
155	 940	A	 14	X	  1	   104.4	     114.644	           90.000	                  	
155	 940	A	 14	X	  1	   109.5	     114.695	           84.000	                  	
155	 940	A	 14	X	  1	   114.5	     114.745	           71.000	                  	
155	 940	A	 14	X	  1	   119.5	     114.795	           76.000	                  	
155	 940	A	 14	X	  1	   124.4	     114.844	           71.000	                  	
