Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
155	 940	A	  4	H	 5	  67.0	      28.470	         1.560	
155	 940	A	  4	H	 5	  68.7	      28.487	         1.572	
155	 940	A	  4	H	 5	  71.1	      28.511	         1.578	
155	 940	A	  4	H	 5	  72.0	      28.520	         1.604	
155	 940	A	  4	H	 5	  73.1	      28.531	         1.544	
155	 940	A	  4	H	 5	  75.4	      28.554	         1.571	
155	 940	A	  4	H	 5	  77.3	      28.573	         1.470	
155	 940	A	  4	H	 5	  79.0	      28.590	         1.528	
155	 940	A	  4	H	 5	  80.2	      28.602	         1.468	
155	 940	A	  4	H	 5	  82.0	      28.620	         1.536	
155	 940	A	  4	H	 5	  84.5	      28.645	         1.554	
155	 940	A	  4	H	 5	  87.0	      28.670	         1.538	
155	 940	A	  4	H	 5	  88.3	      28.683	         1.495	
155	 940	A	  4	H	 5	  90.8	      28.708	         1.556	
155	 940	A	  4	H	 5	  92.4	      28.724	         1.586	
155	 940	A	  4	H	 5	  94.6	      28.746	         1.599	
155	 940	A	  4	H	 5	  97.0	      28.770	         1.539	
155	 940	A	  4	H	 5	  98.7	      28.787	         1.514	
155	 940	A	  4	H	 5	 101.0	      28.810	         1.565	
155	 940	A	  4	H	 5	 102.0	      28.820	         1.615	
155	 940	A	  4	H	 5	 102.8	      28.828	         1.663	
155	 940	A	  4	H	 5	 105.2	      28.852	         1.532	
155	 940	A	  4	H	 5	 107.1	      28.871	         1.532	
155	 940	A	  4	H	 5	 109.0	      28.890	         1.396	
155	 940	A	  4	H	 5	 111.4	      28.914	         1.495	
155	 940	A	  4	H	 5	 113.7	      28.937	         1.494	
155	 940	A	  4	H	 5	 116.0	      28.960	         1.526	
155	 940	A	  4	H	 5	 118.7	      28.987	         1.422	
155	 940	A	  4	H	 5	 120.8	      29.008	         1.549	
155	 940	A	  4	H	 5	 123.1	      29.031	         1.504	
155	 940	A	  4	H	 5	 125.4	      29.054	         1.391	
155	 940	A	  4	H	 5	 127.9	      29.079	         1.414	
155	 940	A	  4	H	 5	 130.3	      29.103	         1.334	
155	 940	A	  4	H	 5	 132.4	      29.124	         1.475	
155	 940	A	  4	H	 5	 134.8	      29.148	         1.453	
155	 940	A	  4	H	 5	 137.3	      29.173	         1.473	
155	 940	A	  4	H	 5	 139.1	      29.191	         1.412	
155	 940	A	  4	H	 5	 141.5	      29.215	         0.949	
155	 940	A	  4	H	 5	 143.7	      29.237	         0.297	
155	 940	A	  4	H	 5	 146.0	      29.260	         0.305	
155	 940	A	  4	H	 6	   3.9	      29.339	         1.468	
155	 940	A	  4	H	 6	   7.0	      29.370	         1.420	
155	 940	A	  4	H	 6	   8.7	      29.387	         1.389	
155	 940	A	  4	H	 6	  11.1	      29.411	         1.429	
155	 940	A	  4	H	 6	  12.1	      29.421	         1.527	
155	 940	A	  4	H	 6	  12.8	      29.428	         1.430	
155	 940	A	  4	H	 6	  15.1	      29.451	         1.408	
155	 940	A	  4	H	 6	  17.0	      29.470	         1.418	
155	 940	A	  4	H	 6	  19.3	      29.493	         1.404	
155	 940	A	  4	H	 6	  22.0	      29.520	         1.306	
155	 940	A	  4	H	 6	  23.5	      29.535	         1.362	
155	 940	A	  4	H	 6	  25.8	      29.558	         1.405	
155	 940	A	  4	H	 6	  27.1	      29.571	         1.419	
155	 940	A	  4	H	 6	  27.8	      29.578	         1.316	
155	 940	A	  4	H	 6	  29.8	      29.598	         1.323	
155	 940	A	  4	H	 6	  32.0	      29.620	         1.312	
155	 940	A	  4	H	 6	  34.0	      29.640	         1.400	
155	 940	A	  4	H	 6	  36.1	      29.661	         1.476	
155	 940	A	  4	H	 6	  37.0	      29.670	         1.513	
155	 940	A	  4	H	 6	  38.0	      29.680	         1.399	
155	 940	A	  4	H	 6	  40.5	      29.705	         1.418	
155	 940	A	  4	H	 6	  42.0	      29.720	         1.426	
155	 940	A	  4	H	 6	  44.4	      29.744	         1.464	
155	 940	A	  4	H	 6	  47.0	      29.770	         1.446	
155	 940	A	  4	H	 6	  48.3	      29.783	         1.472	
155	 940	A	  4	H	 6	  50.8	      29.808	         1.494	
155	 940	A	  4	H	 6	  52.4	      29.824	         1.588	
155	 940	A	  4	H	 6	  54.7	      29.847	         1.566	
155	 940	A	  4	H	 6	  57.1	      29.871	         1.535	
155	 940	A	  4	H	 6	  58.9	      29.889	         1.577	
155	 940	A	  4	H	 6	  61.1	      29.911	         1.555	
155	 940	A	  4	H	 6	  62.0	      29.920	         1.556	
155	 940	A	  4	H	 6	  63.1	      29.931	         1.594	
155	 940	A	  4	H	 6	  65.4	      29.954	         1.586	
155	 940	A	  4	H	 6	  67.2	      29.972	         1.569	
155	 940	A	  4	H	 6	  69.4	      29.994	         1.530	
155	 940	A	  4	H	 6	  72.0	      30.020	         1.488	
155	 940	A	  4	H	 6	  73.8	      30.038	         1.552	
155	 940	A	  4	H	 6	  76.0	      30.060	         1.555	
155	 940	A	  4	H	 6	  77.1	      30.071	         1.509	
155	 940	A	  4	H	 6	  77.9	      30.079	         1.514	
155	 940	A	  4	H	 6	  79.0	      30.090	         1.530	
155	 940	A	  4	H	 6	  82.0	      30.120	         1.559	
155	 940	A	  4	H	 6	  83.3	      30.133	         1.470	
155	 940	A	  4	H	 6	  85.5	      30.155	         1.453	
155	 940	A	  4	H	 6	  87.5	      30.175	         1.510	
155	 940	A	  4	H	 6	  89.6	      30.196	         1.517	
155	 940	A	  4	H	 6	  92.0	      30.220	         1.556	
155	 940	A	  4	H	 6	  93.8	      30.238	         1.524	
155	 940	A	  4	H	 6	  96.1	      30.261	         1.455	
155	 940	A	  4	H	 6	  97.0	      30.270	         1.464	
155	 940	A	  4	H	 6	  98.0	      30.280	         1.483	
155	 940	A	  4	H	 6	 100.2	      30.302	         1.457	
155	 940	A	  4	H	 6	 102.0	      30.320	         1.478	
155	 940	A	  4	H	 6	 102.8	      30.328	         1.476	
155	 940	A	  4	H	 6	 105.2	      30.352	         1.451	
155	 940	A	  4	H	 6	 107.1	      30.371	         1.449	
155	 940	A	  4	H	 6	 109.0	      30.390	         1.511	
155	 940	A	  4	H	 6	 111.2	      30.412	         1.559	
155	 940	A	  4	H	 6	 113.5	      30.435	         1.421	
155	 940	A	  4	H	 6	 116.0	      30.460	         1.390	
155	 940	A	  4	H	 6	 118.3	      30.483	         1.376	
155	 940	A	  4	H	 6	 120.5	      30.505	         1.400	
155	 940	A	  4	H	 6	 122.9	      30.529	         1.461	
155	 940	A	  4	H	 6	 125.4	      30.554	         1.342	
155	 940	A	  4	H	 6	 127.7	      30.577	         1.374	
155	 940	A	  4	H	 6	 129.9	      30.599	         1.395	
155	 940	A	  4	H	 6	 132.2	      30.622	         1.480	
155	 940	A	  4	H	 6	 134.8	      30.648	         1.535	
155	 940	A	  4	H	 6	 137.1	      30.671	         1.551	
155	 940	A	  4	H	 6	 139.1	      30.691	         1.497	
155	 940	A	  4	H	 6	 141.4	      30.714	         1.419	
155	 940	A	  4	H	 6	 143.8	      30.738	         1.451	
155	 940	A	  4	H	 6	 146.3	      30.763	         1.459	
155	 940	A	  4	H	 7	   3.9	      30.839	         1.496	
155	 940	A	  4	H	 7	   7.0	      30.870	         1.663	
155	 940	A	  4	H	 7	   8.7	      30.887	         1.587	
155	 940	A	  4	H	 7	  11.1	      30.911	         1.662	
155	 940	A	  4	H	 7	  12.0	      30.920	         1.682	
155	 940	A	  4	H	 7	  13.1	      30.931	         1.701	
155	 940	A	  4	H	 7	  15.1	      30.951	         1.629	
155	 940	A	  4	H	 7	  17.0	      30.970	         1.611	
155	 940	A	  4	H	 7	  19.4	      30.994	         1.577	
155	 940	A	  4	H	 7	  22.0	      31.020	         1.677	
155	 940	A	  4	H	 7	  23.4	      31.034	         1.588	
155	 940	A	  4	H	 7	  25.9	      31.059	         1.581	
155	 940	A	  4	H	 7	  28.2	      31.082	         1.528	
155	 940	A	  4	H	 7	  30.6	      31.106	         1.610	
155	 940	A	  4	H	 7	  32.9	      31.129	         1.579	
155	 940	A	  4	H	 7	  35.4	      31.154	         1.674	
155	 940	A	  4	H	 7	  37.7	      31.177	         1.691	
155	 940	A	  4	H	 7	  39.8	      31.198	         1.787	
155	 940	A	  4	H	 7	  42.2	      31.222	         1.701	
155	 940	A	  4	H	 7	  44.9	      31.249	         1.664	
155	 940	A	  4	H	 7	  47.0	      31.270	         1.692	
155	 940	A	  4	H	 7	  49.3	      31.293	         1.640	
155	 940	A	  4	H	 7	  51.7	      31.317	         1.694	
155	 940	A	  4	H	 7	  54.0	      31.340	         1.608	
155	 940	A	  4	H	 7	  56.2	      31.362	         1.569	
155	 940	A	  4	H	 7	  58.7	      31.387	         1.683	
155	 940	A	  4	H	 7	  61.1	      31.411	         1.635	
155	 940	A	  4	H	 7	  63.4	      31.434	         1.658	
155	 940	A	  4	H	 7	  65.6	      31.456	         1.734	
155	 940	A	  5	H	 1	   4.3	      31.343	         1.103	
155	 940	A	  5	H	 1	   7.0	      31.370	         1.392	
155	 940	A	  5	H	 1	   9.1	      31.391	         1.376	
155	 940	A	  5	H	 1	  11.2	      31.412	         1.381	
155	 940	A	  5	H	 1	  12.1	      31.421	         1.363	
155	 940	A	  5	H	 1	  12.9	      31.429	         1.431	
155	 940	A	  5	H	 1	  15.4	      31.454	         1.397	
155	 940	A	  5	H	 1	  17.0	      31.470	         1.337	
155	 940	A	  5	H	 1	  19.4	      31.494	         1.443	
155	 940	A	  5	H	 1	  22.0	      31.520	         1.386	
155	 940	A	  5	H	 1	  23.5	      31.535	         1.400	
155	 940	A	  5	H	 1	  25.8	      31.558	         1.464	
155	 940	A	  5	H	 1	  27.0	      31.570	         1.428	
155	 940	A	  5	H	 1	  27.8	      31.578	         1.423	
155	 940	A	  5	H	 1	  30.2	      31.602	         1.425	
155	 940	A	  5	H	 1	  32.0	      31.620	         1.419	
155	 940	A	  5	H	 1	  34.3	      31.643	         1.450	
155	 940	A	  5	H	 1	  37.0	      31.670	         1.441	
155	 940	A	  5	H	 1	  38.3	      31.683	         1.457	
155	 940	A	  5	H	 1	  40.5	      31.705	         1.060	
155	 940	A	  5	H	 1	  42.5	      31.725	         1.131	
155	 940	A	  5	H	 1	  44.9	      31.749	         1.272	
155	 940	A	  5	H	 1	  47.0	      31.770	         1.379	
155	 940	A	  5	H	 1	  49.2	      31.792	         1.397	
155	 940	A	  5	H	 1	  51.2	      31.812	         1.437	
155	 940	A	  5	H	 1	  51.9	      31.819	         1.405	
155	 940	A	  5	H	 1	  52.9	      31.829	         0.773	
155	 940	A	  5	H	 1	  55.6	      31.856	         0.350	
155	 940	A	  5	H	 1	  57.1	      31.871	         0.565	
155	 940	A	  5	H	 1	  59.4	      31.894	         1.321	
155	 940	A	  5	H	 1	  62.0	      31.920	         1.295	
155	 940	A	  5	H	 1	  65.6	      31.956	         1.230	
155	 940	A	  5	H	 1	  67.0	      31.970	         1.191	
155	 940	A	  5	H	 1	  69.8	      31.998	         1.452	
155	 940	A	  5	H	 1	  72.0	      32.020	         1.475	
155	 940	A	  5	H	 1	  73.8	      32.038	         1.483	
155	 940	A	  5	H	 1	  76.2	      32.062	         1.503	
155	 940	A	  5	H	 1	  79.0	      32.090	         1.430	
155	 940	A	  5	H	 1	  80.6	      32.106	         1.281	
155	 940	A	  5	H	 1	  82.8	      32.128	         1.310	
155	 940	A	  5	H	 1	  85.2	      32.152	         1.331	
155	 940	A	  5	H	 1	  87.6	      32.176	         1.245	
155	 940	A	  5	H	 1	  89.8	      32.198	         1.284	
155	 940	A	  5	H	 1	  92.2	      32.222	         1.320	
155	 940	A	  5	H	 1	  94.6	      32.246	         1.331	
155	 940	A	  5	H	 1	  96.8	      32.268	         1.333	
155	 940	A	  5	H	 1	  99.1	      32.291	         1.369	
155	 940	A	  5	H	 1	 101.6	      32.316	         1.383	
155	 940	A	  5	H	 1	 103.8	      32.338	         1.341	
155	 940	A	  5	H	 1	 106.2	      32.362	         1.381	
155	 940	A	  5	H	 1	 109.0	      32.390	         1.387	
155	 940	A	  5	H	 1	 110.6	      32.406	         1.327	
155	 940	A	  5	H	 1	 112.9	      32.429	         1.312	
155	 940	A	  5	H	 1	 115.2	      32.452	         0.374	
155	 940	A	  5	H	 2	   3.9	      32.639	         1.313	
155	 940	A	  5	H	 2	   7.0	      32.670	         1.341	
155	 940	A	  5	H	 2	   8.6	      32.686	         1.323	
155	 940	A	  5	H	 2	  10.8	      32.708	         1.271	
155	 940	A	  5	H	 2	  12.0	      32.720	         1.309	
155	 940	A	  5	H	 2	  12.6	      32.726	         1.257	
155	 940	A	  5	H	 2	  15.1	      32.751	         1.217	
155	 940	A	  5	H	 2	  17.0	      32.770	         1.246	
155	 940	A	  5	H	 2	  19.0	      32.790	         1.033	
155	 940	A	  5	H	 2	  22.0	      32.820	         0.965	
155	 940	A	  5	H	 2	  23.2	      32.832	         1.206	
155	 940	A	  5	H	 2	  25.5	      32.855	         0.983	
155	 940	A	  5	H	 2	  27.0	      32.870	         1.167	
155	 940	A	  5	H	 2	  27.6	      32.876	         1.112	
155	 940	A	  5	H	 2	  29.9	      32.899	         1.161	
155	 940	A	  5	H	 2	  32.0	      32.920	         1.229	
155	 940	A	  5	H	 2	  33.9	      32.939	         1.257	
155	 940	A	  5	H	 2	  36.2	      32.962	         1.282	
155	 940	A	  5	H	 2	  37.0	      32.970	         1.314	
155	 940	A	  5	H	 2	  38.1	      32.981	         1.204	
155	 940	A	  5	H	 2	  40.5	      33.005	         1.211	
155	 940	A	  5	H	 2	  42.0	      33.020	         1.272	
155	 940	A	  5	H	 2	  44.5	      33.045	         1.330	
155	 940	A	  5	H	 2	  47.0	      33.070	         1.295	
155	 940	A	  5	H	 2	  48.6	      33.086	         1.352	
155	 940	A	  5	H	 2	  51.0	      33.110	         1.386	
155	 940	A	  5	H	 2	  52.0	      33.120	         1.382	
155	 940	A	  5	H	 2	  52.7	      33.127	         1.347	
155	 940	A	  5	H	 2	  55.1	      33.151	         1.410	
155	 940	A	  5	H	 2	  57.0	      33.170	         1.368	
155	 940	A	  5	H	 2	  59.1	      33.191	         1.394	
155	 940	A	  5	H	 2	  62.0	      33.220	         1.405	
155	 940	A	  5	H	 2	  63.1	      33.231	         1.395	
155	 940	A	  5	H	 2	  65.5	      33.255	         1.400	
155	 940	A	  5	H	 2	  66.9	      33.269	         1.265	
155	 940	A	  5	H	 2	  69.6	      33.296	         1.360	
155	 940	A	  5	H	 2	  72.0	      33.320	         1.412	
155	 940	A	  5	H	 2	  73.8	      33.338	         1.386	
155	 940	A	  5	H	 2	  75.9	      33.359	         1.390	
155	 940	A	  5	H	 2	  77.1	      33.371	         1.358	
155	 940	A	  5	H	 2	  77.8	      33.378	         1.411	
155	 940	A	  5	H	 2	  79.0	      33.390	         1.373	
155	 940	A	  5	H	 2	  79.7	      33.397	         1.355	
155	 940	A	  5	H	 2	  82.0	      33.420	         1.379	
155	 940	A	  5	H	 2	  83.9	      33.439	         1.373	
155	 940	A	  5	H	 2	  86.1	      33.461	         1.340	
155	 940	A	  5	H	 2	  87.0	      33.470	         1.356	
155	 940	A	  5	H	 2	  88.0	      33.480	         1.423	
155	 940	A	  5	H	 2	  90.2	      33.502	         1.361	
155	 940	A	  5	H	 2	  92.0	      33.520	         1.340	
155	 940	A	  5	H	 2	  94.3	      33.543	         1.416	
155	 940	A	  5	H	 2	  97.5	      33.575	         1.363	
155	 940	A	  5	H	 2	 100.0	      33.600	         1.318	
155	 940	A	  5	H	 2	 102.0	      33.620	         1.403	
155	 940	A	  5	H	 2	 104.0	      33.640	         1.404	
155	 940	A	  5	H	 2	 106.4	      33.664	         1.355	
155	 940	A	  5	H	 2	 109.1	      33.691	         1.382	
155	 940	A	  5	H	 2	 110.7	      33.707	         1.436	
155	 940	A	  5	H	 2	 113.1	      33.731	         1.479	
155	 940	A	  5	H	 2	 115.4	      33.754	         1.407	
155	 940	A	  5	H	 2	 117.9	      33.779	         1.420	
155	 940	A	  5	H	 2	 120.2	      33.802	         1.382	
155	 940	A	  5	H	 2	 122.4	      33.824	         1.422	
155	 940	A	  5	H	 2	 124.8	      33.848	         1.484	
155	 940	A	  5	H	 2	 127.1	      33.871	         1.574	
155	 940	A	  5	H	 2	 129.4	      33.894	         1.621	
155	 940	A	  5	H	 2	 131.8	      33.918	         1.681	
155	 940	A	  5	H	 2	 134.1	      33.941	         1.679	
155	 940	A	  5	H	 2	 136.5	      33.965	         1.704	
155	 940	A	  5	H	 2	 139.1	      33.991	         1.733	
155	 940	A	  5	H	 2	 140.8	      34.008	         1.619	
155	 940	A	  5	H	 2	 143.3	      34.033	         1.531	
155	 940	A	  5	H	 2	 145.5	      34.055	         1.288	
155	 940	A	  5	H	 3	   3.9	      34.139	         1.676	
155	 940	A	  5	H	 3	   7.0	      34.170	         1.652	
155	 940	A	  5	H	 3	   8.8	      34.188	         1.664	
155	 940	A	  5	H	 3	  11.1	      34.211	         1.655	
155	 940	A	  5	H	 3	  12.0	      34.220	         1.643	
155	 940	A	  5	H	 3	  12.7	      34.227	         1.622	
155	 940	A	  5	H	 3	  15.2	      34.252	         1.595	
155	 940	A	  5	H	 3	  17.0	      34.270	         1.563	
155	 940	A	  5	H	 3	  19.2	      34.292	         1.561	
155	 940	A	  5	H	 3	  22.0	      34.320	         1.538	
155	 940	A	  5	H	 3	  23.4	      34.334	         1.533	
155	 940	A	  5	H	 3	  25.7	      34.357	         1.559	
155	 940	A	  5	H	 3	  27.0	      34.370	         1.518	
155	 940	A	  5	H	 3	  27.6	      34.376	         1.505	
155	 940	A	  5	H	 3	  29.8	      34.398	         1.566	
155	 940	A	  5	H	 3	  32.0	      34.420	         1.514	
155	 940	A	  5	H	 3	  34.1	      34.441	         1.525	
155	 940	A	  5	H	 3	  36.2	      34.462	         1.139	
155	 940	A	  5	H	 3	  37.0	      34.470	         0.973	
155	 940	A	  5	H	 3	  38.1	      34.481	         0.554	
155	 940	A	  5	H	 3	  40.5	      34.505	         0.414	
155	 940	A	  5	H	 3	  42.1	      34.521	         0.434	
155	 940	A	  5	H	 3	  44.5	      34.545	         1.240	
155	 940	A	  5	H	 3	  47.0	      34.570	         1.285	
155	 940	A	  5	H	 3	  48.6	      34.586	         1.453	
155	 940	A	  5	H	 3	  50.9	      34.609	         1.442	
155	 940	A	  5	H	 3	  52.0	      34.620	         1.499	
155	 940	A	  5	H	 3	  52.7	      34.627	         1.382	
155	 940	A	  5	H	 3	  55.1	      34.651	         1.247	
155	 940	A	  5	H	 3	  57.0	      34.670	         1.316	
155	 940	A	  5	H	 3	  59.1	      34.691	         1.383	
155	 940	A	  5	H	 3	  61.5	      34.715	         1.497	
155	 940	A	  5	H	 3	  63.9	      34.739	         1.500	
155	 940	A	  5	H	 3	  66.0	      34.760	         1.538	
155	 940	A	  5	H	 3	  68.3	      34.783	         1.556	
155	 940	A	  5	H	 3	  71.0	      34.810	         1.473	
155	 940	A	  5	H	 3	  73.1	      34.831	         1.379	
155	 940	A	  5	H	 3	  75.5	      34.855	         1.462	
155	 940	A	  5	H	 3	  77.7	      34.877	         1.506	
155	 940	A	  5	H	 3	  79.0	      34.890	         1.539	
155	 940	A	  5	H	 3	  81.8	      34.918	         1.471	
155	 940	A	  5	H	 3	  84.0	      34.940	         1.529	
155	 940	A	  5	H	 3	  86.3	      34.963	         1.430	
155	 940	A	  5	H	 3	  88.6	      34.986	         1.408	
155	 940	A	  5	H	 3	  91.2	      35.012	         1.430	
155	 940	A	  5	H	 3	  93.4	      35.034	         1.365	
155	 940	A	  5	H	 3	  95.6	      35.056	         1.420	
155	 940	A	  5	H	 3	  98.1	      35.081	         1.331	
155	 940	A	  5	H	 3	 100.5	      35.105	         1.386	
155	 940	A	  5	H	 4	   3.9	      35.179	         1.726	
155	 940	A	  5	H	 4	   7.0	      35.210	         1.770	
155	 940	A	  5	H	 4	   8.7	      35.227	         1.695	
155	 940	A	  5	H	 4	  11.0	      35.250	         1.693	
155	 940	A	  5	H	 4	  12.1	      35.261	         1.694	
155	 940	A	  5	H	 4	  12.9	      35.269	         1.696	
155	 940	A	  5	H	 4	  15.2	      35.292	         1.709	
155	 940	A	  5	H	 4	  17.0	      35.310	         1.422	
155	 940	A	  5	H	 4	  19.4	      35.334	         1.596	
155	 940	A	  5	H	 4	  22.0	      35.360	         1.544	
155	 940	A	  5	H	 4	  23.4	      35.374	         1.537	
155	 940	A	  5	H	 4	  26.0	      35.400	         1.475	
155	 940	A	  5	H	 4	  27.0	      35.410	         1.609	
155	 940	A	  5	H	 4	  27.6	      35.416	         1.662	
155	 940	A	  5	H	 4	  29.8	      35.438	         1.650	
155	 940	A	  5	H	 4	  32.0	      35.460	         1.650	
155	 940	A	  5	H	 4	  34.1	      35.481	         1.654	
155	 940	A	  5	H	 4	  36.3	      35.503	         1.660	
155	 940	A	  5	H	 4	  37.0	      35.510	         1.595	
155	 940	A	  5	H	 4	  38.1	      35.521	         1.685	
155	 940	A	  5	H	 4	  40.5	      35.545	         1.692	
