Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	  5	H	 3	  13.00	      34.230	NRM      	      	AFD       	   20	245.30	 29.00	4.323E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  15.00	      34.250	NRM      	      	AFD       	   20	245.00	 30.30	4.059E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  17.00	      34.270	NRM      	      	AFD       	   20	244.90	 29.20	4.128E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  19.00	      34.290	NRM      	      	AFD       	   20	244.80	 26.20	4.596E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  21.00	      34.310	NRM      	      	AFD       	   20	245.10	 22.90	5.441E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  23.00	      34.330	NRM      	      	AFD       	   20	245.90	 20.70	6.410E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  25.00	      34.350	NRM      	      	AFD       	   20	245.70	 19.60	7.264E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  27.00	      34.370	NRM      	      	AFD       	   20	244.40	 16.40	7.694E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  29.00	      34.390	NRM      	      	AFD       	   20	242.70	 19.30	7.974E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  31.00	      34.410	NRM      	      	AFD       	   20	240.80	 19.60	7.549E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  33.00	      34.430	NRM      	      	AFD       	   20	237.60	 21.00	6.284E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  35.00	      34.450	NRM      	      	AFD       	   20	231.80	 24.60	4.487E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  37.00	      34.470	NRM      	      	AFD       	   20	219.10	 32.80	2.700E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  39.00	      34.490	NRM      	      	AFD       	   20	181.90	 46.60	1.585E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  41.00	      34.510	NRM      	      	AFD       	   20	131.10	 44.60	1.404E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  43.00	      34.530	NRM      	      	AFD       	   20	118.10	 46.10	1.458E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  45.00	      34.550	NRM      	      	AFD       	   20	140.00	 63.70	1.473E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  47.00	      34.570	NRM      	      	AFD       	   20	215.40	 62.80	1.865E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  49.00	      34.590	NRM      	      	AFD       	   20	236.30	 48.40	2.734E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  51.00	      34.610	NRM      	      	AFD       	   20	238.50	 41.20	3.724E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  53.00	      34.630	NRM      	      	AFD       	   20	236.50	 37.10	4.545E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  55.00	      34.650	NRM      	      	AFD       	   20	232.50	 35.80	4.947E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  57.00	      34.670	NRM      	      	AFD       	   20	228.70	 35.90	4.944E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  59.00	      34.690	NRM      	      	AFD       	   20	225.50	 35.90	4.876E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  61.00	      34.710	NRM      	      	AFD       	   20	222.60	 34.70	4.993E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  63.00	      34.730	NRM      	      	AFD       	   20	219.90	 31.60	5.260E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  65.00	      34.750	NRM      	      	AFD       	   20	217.80	 28.40	5.461E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  67.00	      34.770	NRM      	      	AFD       	   20	216.00	 26.30	5.461E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  69.00	      34.790	NRM      	      	AFD       	   20	213.10	 26.00	5.184E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  71.00	      34.810	NRM      	      	AFD       	   20	205.40	 27.50	4.692E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  73.00	      34.830	NRM      	      	AFD       	   20	190.60	 29.20	4.100E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  75.00	      34.850	NRM      	      	AFD       	   20	173.40	 30.30	3.511E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  77.00	      34.870	NRM      	      	AFD       	   20	160.50	 32.80	2.765E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  79.00	      34.890	NRM      	      	AFD       	   20	153.20	 43.50	1.740E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  81.00	      34.910	NRM      	      	AFD       	   20	168.00	 80.40	1.029E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  83.00	      34.930	NRM      	      	AFD       	   20	312.80	 48.70	1.212E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  85.00	      34.950	NRM      	      	AFD       	   20	305.10	 28.40	1.782E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  87.00	      34.970	NRM      	      	AFD       	   20	296.20	 23.50	2.280E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  89.00	      34.990	NRM      	      	AFD       	   20	288.50	 28.60	2.336E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  91.00	      35.010	NRM      	      	AFD       	   20	277.30	 40.60	2.010E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  93.00	      35.030	NRM      	      	AFD       	   20	251.10	 55.80	1.678E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  95.00	      35.050	NRM      	      	AFD       	   20	216.50	 56.90	1.629E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  97.00	      35.070	NRM      	      	AFD       	   20	208.90	 47.30	1.617E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  99.00	      35.090	NRM      	      	AFD       	   20	238.30	 25.40	2.138E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	 101.00	      35.110	NRM      	      	AFD       	   20	242.40	 19.70	1.858E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	 103.00	      35.130	NRM      	      	AFD       	   20	250.80	 14.60	1.448E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	 105.00	            	NRM      	      	AFD       	   20	263.50	  9.10	1.018E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 4	   1.00	      35.150	NRM      	      	AFD       	   20	242.20	  4.00	5.133E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	   3.00	      35.170	NRM      	      	AFD       	   20	243.00	  3.50	7.750E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	   5.00	      35.190	NRM      	      	AFD       	   20	243.40	  2.90	1.028E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	   7.00	      35.210	NRM      	      	AFD       	   20	243.10	  2.60	1.214E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	   9.00	      35.230	NRM      	      	AFD       	   20	241.40	  2.80	1.305E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  11.00	      35.250	NRM      	      	AFD       	   20	240.70	  3.50	1.327E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  13.00	      35.270	NRM      	      	AFD       	   20	238.80	  4.20	1.299E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  15.00	      35.290	NRM      	      	AFD       	   20	237.10	  4.80	1.245E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  17.00	      35.310	NRM      	      	AFD       	   20	235.60	  5.50	1.175E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  19.00	      35.330	NRM      	      	AFD       	   20	234.10	  6.20	1.106E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  21.00	      35.350	NRM      	      	AFD       	   20	232.10	  6.60	1.041E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  23.00	      35.370	NRM      	      	AFD       	   20	229.80	  6.50	1.002E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  25.00	      35.390	NRM      	      	AFD       	   20	228.70	  6.10	9.876E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  27.00	      35.410	NRM      	      	AFD       	   20	228.60	  5.60	9.908E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  29.00	      35.430	NRM      	      	AFD       	   20	228.60	  5.30	9.993E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  31.00	      35.450	NRM      	      	AFD       	   20	228.80	  4.90	1.005E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  33.00	      35.470	NRM      	      	AFD       	   20	229.50	  4.60	1.012E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  35.00	      35.490	NRM      	      	AFD       	   20	229.80	  4.60	1.008E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  37.00	      35.510	NRM      	      	AFD       	   20	230.00	  4.80	9.856E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  39.00	      35.530	NRM      	      	AFD       	   20	229.90	  5.30	9.524E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  41.00	      35.550	NRM      	      	AFD       	   20	230.20	  6.00	9.096E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  43.00	      35.570	NRM      	      	AFD       	   20	230.80	  7.00	8.492E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  45.00	      35.590	NRM      	      	AFD       	   20	231.30	  8.10	7.718E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  47.00	      35.610	NRM      	      	AFD       	   20	230.60	  9.30	6.837E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  49.00	      35.630	NRM      	      	AFD       	   20	227.90	 10.30	6.141E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  51.00	      35.650	NRM      	      	AFD       	   20	226.10	 10.90	5.937E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  53.00	      35.670	NRM      	      	AFD       	   20	225.30	 11.20	5.906E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  55.00	      35.690	NRM      	      	AFD       	   20	224.60	 11.20	5.873E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  57.00	      35.710	NRM      	      	AFD       	   20	223.80	 11.30	5.906E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  59.00	      35.730	NRM      	      	AFD       	   20	223.50	 11.40	5.984E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  61.00	      35.750	NRM      	      	AFD       	   20	222.80	 10.50	6.073E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  63.00	      35.770	NRM      	      	AFD       	   20	221.10	  9.00	6.004E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  65.00	      35.790	NRM      	      	AFD       	   20	220.40	  7.90	5.881E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  67.00	      35.810	NRM      	      	AFD       	   20	221.50	  6.30	6.123E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  69.00	      35.830	NRM      	      	AFD       	   20	224.20	  4.20	6.719E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  71.00	      35.850	NRM      	      	AFD       	   20	236.20	  2.00	9.310E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  73.00	      35.870	NRM      	      	AFD       	   20	238.10	  1.30	1.027E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  75.00	      35.890	NRM      	      	AFD       	   20	241.00	  0.80	1.042E+01	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  77.00	      35.910	NRM      	      	AFD       	   20	241.20	  0.50	9.398E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 4	  79.00	      35.930	NRM      	      	AFD       	   20	240.30	  0.10	7.624E+00	          	           	           	           	  1865	
155	 940	A	  5	H	 5	   0.00	      35.940	NRM      	      	AFD       	   20	211.30	  2.60	4.695E+00	          	           	           	           	  1866	
155	 940	A	  5	H	 5	   0.00	      35.940	NRM      	      	AFD       	   27	211.40	  1.40	3.246E+00	          	           	           	           	  1867	
155	 940	A	  5	H	 5	   5.00	      35.990	NRM      	      	AFD       	   20	217.40	  0.50	9.373E+00	          	           	           	           	  1866	
155	 940	A	  5	H	 5	   5.00	      35.990	NRM      	      	AFD       	   27	217.10	 -0.60	6.408E+00	          	           	           	           	  1867	
